word,ENT,Musculoskeletal,Respiratory
blueblack,1.0,0.0,0.0
bluish,0.0,0.0,1.0
blunt,0.0,3.0,1.0
blurred,2.0,0.0,0.0
bmc,0.0,0.0,4.0
bnormally,0.0,0.0,1.0
boa,0.0,4.0,0.0
board,1.0,0.0,0.0
boat,2.0,0.0,0.0
boats,1.0,0.0,0.0
bobby,1.0,0.0,0.0
bodi,1.0,0.0,0.0
bodies,0.0,4.0,7.0
body,5.0,33.0,21.0
boggy,1.0,0.0,0.0
boiler,0.0,0.0,1.0
boils,0.0,1.0,0.0
bon,3.0,11.0,1.0
bonding,0.0,1.0,1.0
bone,22.0,137.0,2.0
bones,1.0,41.0,0.0
bony,6.0,15.0,1.0
book,0.0,1.0,0.0
boop,0.0,0.0,11.0
boos,0.0,0.0,1.0
boot,0.0,1.0,0.0
border,0.0,0.0,4.0
bore,0.0,0.0,1.0
born,0.0,0.0,4.0
bot,0.0,1.0,0.0
both,17.0,25.0,9.0
bottle,1.0,0.0,2.0
bottlefed,1.0,0.0,0.0
bottles,0.0,1.0,0.0
bottom,0.0,2.0,0.0
botulinum,0.0,1.0,0.0
bouchard,0.0,1.0,0.0
bounding,1.0,0.0,1.0
bouts,0.0,0.0,1.0
bow,0.0,5.0,1.0
bowel,0.0,1.0,0.0
bowing,1.0,2.0,0.0
box,0.0,0.0,1.0
boys,0.0,7.0,1.0
bpd,0.0,0.0,2.0
bphase,0.0,0.0,1.0
br,2.0,0.0,3.0
brace,0.0,32.0,0.0
braces,0.0,13.0,0.0
brachial,0.0,0.0,1.0
bracing,0.0,2.0,0.0
bradford,0.0,1.0,0.0
bradycardia,0.0,0.0,2.0
bradykinin,0.0,0.0,1.0
brain,13.0,2.0,1.0
brainstem,0.0,1.0,2.0
brake,0.0,0.0,1.0
branch,1.0,0.0,0.0
branches,1.0,0.0,1.0
break,0.0,2.0,1.0
breakdown,0.0,17.0,3.0
breaks,0.0,3.0,0.0
breast,1.0,0.0,0.0
breastfeeding,1.0,0.0,0.0
breath,6.0,1.0,32.0
breathe,3.0,2.0,12.0
breathes,1.0,0.0,2.0
breathing,14.0,3.0,51.0
breathingde,0.0,0.0,1.0
breaths,1.0,0.0,5.0
breathsminute,0.0,0.0,1.0
breathy,2.0,0.0,0.0
breech,0.0,3.0,0.0
bride,0.0,1.0,0.0
bridge,0.0,1.0,0.0
bridges,0.0,1.0,0.0
brief,1.0,0.0,0.0
bright,7.0,0.0,1.0
bring,1.0,0.0,3.0
brings,1.0,0.0,0.0
brittle,0.0,1.0,0.0
broad,1.0,0.0,0.0
broadspectrum,5.0,0.0,0.0
broken,0.0,1.0,0.0
bronchi,0.0,0.0,6.0
bronchial,1.0,0.0,20.0
bronchiectasis,0.0,0.0,25.0
bronchiolar,0.0,0.0,2.0
bronchioles,0.0,0.0,11.0
bronchiolitis,0.0,0.0,12.0
bronchitis,1.0,0.0,7.0
bronchoalveolar,0.0,0.0,1.0
bronchodilators,0.0,0.0,8.0
bronchogenic,0.0,0.0,1.0
bronchograms,0.0,0.0,1.0
bronchography,0.0,0.0,1.0
bronchomalacia,0.0,0.0,1.0
bronchopleural,0.0,0.0,1.0
bronchopneumonia,0.0,0.0,3.0
bronchopulmonary,0.0,0.0,1.0
bronchoscope,0.0,0.0,1.0
bronchoscopy,0.0,0.0,14.0
bronchospasm,0.0,0.0,3.0
bronchus,0.0,0.0,1.0
brown,0.0,0.0,1.0
browne,0.0,1.0,0.0
bruises,1.0,0.0,1.0
bruising,2.0,0.0,1.0
brush,0.0,0.0,1.0
brushing,0.0,1.0,0.0
brushings,0.0,0.0,1.0
bryants,0.0,2.0,0.0
btype,0.0,0.0,1.0
bu,0.0,0.0,1.0
bubbling,0.0,0.0,7.0
build,0.0,1.0,1.0
building,0.0,0.0,1.0
buildings,0.0,0.0,1.0
builds,1.0,1.0,0.0
buildup,2.0,1.0,0.0
built,0.0,1.0,0.0
bulbous,1.0,1.0,0.0
bulges,0.0,1.0,0.0
bulging,4.0,0.0,1.0
bulk,0.0,1.0,0.0
bulky,1.0,0.0,0.0
bullous,2.0,0.0,1.0
bumetanide,0.0,0.0,1.0
bump,0.0,1.0,0.0
bundle,0.0,0.0,7.0
bundlebranch,0.0,0.0,3.0
bundles,0.0,1.0,0.0
buni,0.0,1.0,0.0
bunion,0.0,6.0,0.0
bunionectomy,0.0,2.0,0.0
bunions,0.0,1.0,0.0
burn,0.0,1.0,0.0
burning,1.0,3.0,0.0
burns,0.0,1.0,2.0
burow,1.0,0.0,0.0
burr,1.0,0.0,0.0
bursa,0.0,3.0,0.0
bursae,0.0,5.0,0.0
bursal,0.0,1.0,0.0
bursitis,0.0,20.0,0.0
bursts,0.0,2.0,0.0
but,40.0,49.0,51.0
butt,0.0,0.0,1.0
buttock,0.0,3.0,0.0
buttocks,0.0,3.0,0.0
button,1.0,0.0,0.0
by,104.0,124.0,138.0
byproduct,0.0,0.0,1.0
c,11.0,12.0,23.0
cable,0.0,1.0,0.0
cachectic,0.0,0.0,1.0
caffeinated,0.0,1.0,0.0
caffeine,0.0,3.0,0.0
caffeinecontaining,0.0,1.0,0.0
cage,0.0,1.0,4.0
calcaneal,0.0,1.0,0.0
calcaneus,0.0,5.0,0.0
calcific,0.0,6.0,0.0
calcification,0.0,0.0,2.0
calcifications,0.0,1.0,0.0
calcified,0.0,1.0,0.0
calcitonin,0.0,4.0,0.0
calcium,0.0,30.0,3.0
calculated,1.0,0.0,0.0
calculation,0.0,0.0,1.0
calculi,0.0,8.0,0.0
calf,0.0,4.0,0.0
calfpumping,0.0,1.0,0.0
calibrated,1.0,0.0,0.0
calipers,0.0,1.0,0.0
call,0.0,0.0,2.0
called,0.0,32.0,5.0
calls,0.0,0.0,1.0
callus,0.0,2.0,0.0
calluses,0.0,1.0,0.0
calm,0.0,1.0,3.0
caloric,2.0,0.0,0.0
calorie,0.0,0.0,1.0
calves,0.0,1.0,0.0
can,54.0,93.0,88.0
canada,0.0,0.0,1.0
canal,43.0,8.0,0.0
canaliculi,0.0,1.0,0.0
canals,2.0,4.0,0.0
cancellous,0.0,3.0,0.0
cancer,2.0,2.0,7.0
cancers,0.0,0.0,1.0
candida,1.0,1.0,0.0
candidal,1.0,0.0,0.0
candidates,0.0,0.0,1.0
cane,0.0,3.0,0.0
cannot,0.0,1.0,0.0
cannula,0.0,0.0,9.0
cant,4.0,4.0,12.0
cap,1.0,0.0,0.0
capable,1.0,0.0,0.0
capacities,0.0,0.0,1.0
capacity,0.0,2.0,14.0
capacitynormal,0.0,0.0,1.0
capacityreduced,0.0,0.0,2.0
capacitysignificantly,0.0,0.0,1.0
capillaries,1.0,1.0,12.0
capillary,1.0,2.0,15.0
capnography,0.0,0.0,1.0
capreomycin,0.0,0.0,1.0
capsule,6.0,4.0,0.0
capsules,0.0,1.0,0.0
capsulotomy,0.0,1.0,0.0
car,2.0,0.0,2.0
carbamazepine,0.0,1.0,0.0
carbohydrate,0.0,1.0,0.0
carbon,0.0,0.0,9.0
carbonat,0.0,0.0,2.0
carbonic,0.0,0.0,2.0
carcinogens,0.0,0.0,1.0
carcinoma,2.0,0.0,3.0
cardiac,1.0,7.0,42.0
cardinal,0.0,0.0,2.0
cardiogenic,0.0,0.0,3.0
cardiomegaly,0.0,0.0,1.0
cardiomyopathic,0.0,0.0,1.0
cardiomyopathy,0.0,0.0,1.0
cardiopulmonary,0.0,1.0,3.0
cardiothoracic,0.0,0.0,1.0
cardiovascular,0.0,1.0,8.0
cardiovasculararrhythmias,0.0,0.0,1.0
cardiovasculartachycardia,0.0,0.0,1.0
cardizem,0.0,0.0,1.0
care,19.0,45.0,48.0
cared,0.0,1.0,0.0
careeven,0.0,0.0,1.0
careful,3.0,7.0,9.0
carefully,2.0,9.0,12.0
caregiver,0.0,0.0,1.0
caring,0.0,2.0,3.0
carinii,0.0,0.0,1.0
carotid,0.0,0.0,1.0
carpal,0.0,29.0,0.0
carpope,0.0,0.0,1.0
carriage,0.0,0.0,1.0
carried,0.0,0.0,1.0
carrier,1.0,0.0,1.0
carriers,1.0,1.0,0.0
carries,0.0,1.0,0.0
carry,0.0,0.0,1.0
carrying,0.0,1.0,0.0
cars,1.0,0.0,0.0
cartilage,5.0,31.0,0.0
cartilaginous,1.0,2.0,0.0
cascade,0.0,0.0,2.0
case,1.0,2.0,3.0
caseation,0.0,0.0,1.0
caseationthe,0.0,0.0,1.0
caseous,0.0,0.0,1.0
cases,8.0,18.0,15.0
caseum,0.0,0.0,1.0
casionally,2.0,0.0,1.0
cast,0.0,116.0,0.0
casted,0.0,3.0,0.0
casting,0.0,8.0,0.0
casts,0.0,7.0,0.0
cataracts,0.0,0.0,1.0
catarrhalis,4.0,0.0,0.0
catecholamine,0.0,0.0,1.0
categories,0.0,0.0,1.0
catheter,1.0,0.0,4.0
catheterization,0.0,0.0,4.0
catheters,3.0,0.0,0.0
cauda,0.0,1.0,0.0
causative,5.0,2.0,5.0
cause,50.0,55.0,73.0
caused,14.0,14.0,9.0
causein,0.0,0.0,1.0
causes,66.0,71.0,58.0
causing,7.0,19.0,22.0
caustic,1.0,0.0,0.0
cauterization,2.0,0.0,0.0
cautery,2.0,0.0,0.0
caution,0.0,1.0,0.0
cautious,0.0,0.0,1.0
cautiously,0.0,1.0,1.0
cava,0.0,0.0,3.0
cavernous,2.0,0.0,0.0
caves,0.0,0.0,1.0
cavitary,0.0,0.0,2.0
cavitate,0.0,0.0,1.0
cavitating,0.0,0.0,1.0
cavitation,0.0,0.0,2.0
cavities,0.0,0.0,3.0
cavity,7.0,5.0,8.0
cavityand,1.0,0.0,0.0
cavitycommonly,0.0,0.0,1.0
ccu,0.0,0.0,2.0
cd,0.0,0.0,1.0
cdcd,0.0,0.0,1.0
ce,1.0,0.0,0.0
cease,1.0,0.0,1.0
cefaclor,1.0,0.0,0.0
cefixime,1.0,0.0,0.0
ceftriaxone,2.0,0.0,0.0
cefuroxime,2.0,0.0,0.0
celiac,0.0,1.0,0.0
cell,2.0,5.0,12.0
cellmediated,0.0,0.0,1.0
cells,13.0,16.0,22.0
cellssupportive,0.0,0.0,1.0
cellular,0.0,1.0,7.0
cellulitis,7.0,0.0,0.0
cement,0.0,0.0,1.0
center,1.0,4.0,12.0
centers,0.0,3.0,5.0
central,1.0,5.0,6.0
centrally,0.0,1.0,0.0
century,0.0,0.0,1.0
cephalic,0.0,1.0,0.0
cephalosporin,0.0,0.0,2.0
cephalosporins,1.0,0.0,0.0
ceramics,0.0,0.0,1.0
cerebellum,2.0,0.0,0.0
cerebral,0.0,4.0,2.0
cerebrospinal,0.0,1.0,3.0
certain,4.0,4.0,8.0
cerumen,3.0,0.0,0.0
cervical,4.0,18.0,2.0
cervicalis,1.0,0.0,0.0
cesarean,0.0,0.0,2.0
cess,0.0,0.0,1.0
cessation,4.0,1.0,2.0
chain,0.0,0.0,1.0
chair,0.0,1.0,1.0
chalky,0.0,1.0,0.0
challenge,0.0,0.0,2.0
chamber,0.0,0.0,5.0
chance,0.0,1.0,0.0
chances,0.0,1.0,1.0
change,10.0,8.0,20.0
changed,0.0,0.0,1.0
changes,14.0,30.0,41.0
changesconfusion,0.0,0.0,1.0
changing,0.0,4.0,3.0
channel,1.0,0.0,1.0
channels,0.0,2.0,0.0
chaotic,0.0,1.0,0.0
chapter,0.0,1.0,0.0
character,0.0,0.0,2.0
characteristic,7.0,6.0,25.0
characteristically,1.0,2.0,3.0
characteristics,5.0,5.0,4.0
characterize,0.0,0.0,2.0
characterized,3.0,6.0,8.0
characterizes,0.0,2.0,1.0
characterizing,0.0,0.0,2.0
charcoal,0.0,0.0,1.0
charcot,0.0,2.0,0.0
charcotmarietooth,0.0,1.0,0.0
chart,0.0,0.0,1.0
check,12.0,34.0,28.0
checking,0.0,0.0,4.0
checkups,0.0,2.0,0.0
cheek,1.0,0.0,0.0
cheeks,3.0,0.0,0.0
cheer,0.0,1.0,0.0
cheering,1.0,0.0,0.0
cheeselike,0.0,0.0,1.0
chemical,0.0,1.0,2.0
chemicals,6.0,0.0,1.0
chemistry,0.0,1.0,0.0
chemonucleolysis,0.0,1.0,0.0
chemoreceptors,0.0,0.0,5.0
chemotherapy,1.0,0.0,1.0
chest,0.0,2.0,154.0
chewing,1.0,0.0,0.0
cheynestokes,0.0,0.0,1.0
chicken,0.0,0.0,1.0
chief,1.0,0.0,0.0
child,17.0,43.0,19.0
childfor,0.0,1.0,0.0
childhood,4.0,2.0,2.0
children,37.0,30.0,14.0
childrenlistlessness,0.0,0.0,1.0
childrens,1.0,0.0,0.0
childs,3.0,7.0,3.0
chills,4.0,1.0,11.0
chin,0.0,5.0,1.0
china,0.0,0.0,1.0
chips,1.0,0.0,0.0
chlamydia,1.0,0.0,0.0
chlatter,0.0,3.0,0.0
chlorhexidine,0.0,0.0,1.0
chlorine,0.0,0.0,1.0
choice,6.0,2.0,1.0
choices,1.0,0.0,0.0
choking,0.0,1.0,0.0
cholesteatoma,7.0,0.0,0.0
chondrocytes,0.0,2.0,0.0
chondroitin,0.0,1.0,0.0
chooses,1.0,0.0,0.0
chromium,1.0,0.0,0.0
chronic,79.0,27.0,63.0
chronically,1.0,1.0,0.0
chronicand,1.0,0.0,0.0
chyle,0.0,0.0,1.0
chylothorax,0.0,0.0,2.0
chymopapain,0.0,1.0,0.0
cification,0.0,0.0,1.0
cigarette,0.0,2.0,6.0
cigarettes,0.0,0.0,1.0
cilia,2.0,0.0,4.0
ciliary,0.0,0.0,1.0
ciliated,0.0,0.0,1.0
ciliawhich,1.0,0.0,0.0
cinahl,0.0,0.0,1.0
ciprofloxacin,0.0,0.0,1.0
circle,0.0,2.0,0.0
circled,0.0,1.0,0.0
circuit,0.0,0.0,4.0
circuits,0.0,0.0,1.0
circular,0.0,2.0,0.0
circulating,1.0,0.0,3.0
circulation,0.0,7.0,9.0
circulatory,0.0,3.0,6.0
circumference,0.0,1.0,0.0
circumoral,1.0,0.0,1.0
circumscribed,2.0,0.0,0.0
circumstances,0.0,1.0,1.0
cirrhosis,0.0,1.0,0.0
ck,0.0,1.0,0.0
clammy,0.0,0.0,3.0
clamp,0.0,0.0,1.0
clarithromycin,0.0,0.0,2.0
clarity,0.0,0.0,1.0
classic,0.0,1.0,2.0
classifications,0.0,0.0,1.0
classified,1.0,4.0,3.0
clavicles,0.0,0.0,2.0
clavicular,0.0,1.0,0.0
clawfoot,0.0,1.0,0.0
clawlike,0.0,1.0,0.0
clay,2.0,0.0,0.0
clean,4.0,6.0,1.0
cleaned,1.0,0.0,0.0
cleaning,9.0,0.0,0.0
cleanliness,0.0,1.0,0.0
clear,3.0,1.0,8.0
clearance,0.0,0.0,4.0
cleared,0.0,0.0,2.0
clearing,0.0,1.0,0.0
clearly,2.0,3.0,0.0
clears,0.0,0.0,2.0
cleft,2.0,0.0,0.0
clench,0.0,1.0,0.0
clenching,1.0,1.0,0.0
clergy,0.0,0.0,1.0
click,0.0,1.0,1.0
clicking,1.0,0.0,0.0
climates,3.0,0.0,0.0
climb,0.0,0.0,1.0
climbing,3.0,1.0,0.0
climbs,0.0,1.0,0.0
clindamycin,3.0,0.0,1.0
clinic,1.0,0.0,1.0
clinical,15.0,10.0,25.0
clinically,1.0,0.0,1.0
clog,0.0,0.0,1.0
close,3.0,5.0,6.0
closed,5.0,3.0,4.0
closedsystem,0.0,1.0,0.0
closely,3.0,4.0,11.0
closer,1.0,1.0,0.0
closing,1.0,0.0,0.0
closure,3.0,0.0,0.0
clot,1.0,0.0,2.0
clothes,0.0,2.0,0.0
clothing,0.0,2.0,1.0
clots,2.0,0.0,3.0
clotted,1.0,0.0,1.0
clotting,1.0,1.0,0.0
clotty,1.0,0.0,0.0
cloudiness,1.0,0.0,0.0
cloudy,0.0,1.0,0.0
clubbing,0.0,0.0,3.0
clubfoot,0.0,39.0,0.0
clublike,0.0,1.0,0.0
clue,0.0,1.0,0.0
clues,1.0,0.0,1.0
clusters,0.0,0.0,2.0
clutch,0.0,0.0,1.0
cm,2.0,2.0,1.0
cns,0.0,0.0,14.0
cnscranial,0.0,0.0,1.0
cnsw,0.0,0.0,1.0
co,0.0,0.0,37.0
coagulation,2.0,0.0,3.0
coal,0.0,0.0,15.0
coalesce,0.0,0.0,1.0
coalfilled,0.0,0.0,1.0
coarse,0.0,0.0,4.0
coated,2.0,0.0,0.0
coating,0.0,0.0,2.0
cobb,0.0,4.0,0.0
cocaine,1.0,0.0,0.0
cocarcinogen,0.0,0.0,1.0
coccyx,0.0,1.0,0.0
cochlea,3.0,0.0,0.0
cochlear,5.0,0.0,0.0
cochleas,1.0,0.0,0.0
codeine,2.0,2.0,0.0
coding,0.0,1.0,0.0
coexist,0.0,1.0,1.0
coexists,0.0,0.0,1.0
coffee,0.0,1.0,0.0
coffeeground,1.0,0.0,0.0
colas,0.0,1.0,0.0
colchicine,0.0,3.0,0.0
cold,8.0,6.0,2.0
coldness,0.0,1.0,0.0
colds,1.0,0.0,1.0
colitis,0.0,0.0,1.0
collage,0.0,1.0,0.0
collagen,0.0,3.0,4.0
collagens,0.0,0.0,1.0
collapse,0.0,6.0,24.0
collapsechest,0.0,0.0,1.0
collapsed,0.0,0.0,6.0
collapsing,0.0,0.0,1.0
collar,1.0,3.0,0.0
collateral,0.0,1.0,0.0
collect,0.0,1.0,3.0
collected,0.0,0.0,1.0
collection,0.0,0.0,1.0
collections,0.0,1.0,0.0
collects,0.0,1.0,1.0
college,0.0,1.0,0.0
colles,0.0,3.0,0.0
colli,0.0,1.0,0.0
colloid,0.0,0.0,2.0
colonization,0.0,0.0,1.0
colonize,1.0,0.0,0.0
color,7.0,11.0,12.0
colorless,0.0,1.0,0.0
column,1.0,4.0,1.0
columnar,0.0,0.0,1.0
columnated,0.0,1.0,0.0
columns,0.0,1.0,0.0
coma,0.0,0.0,2.0
combat,3.0,0.0,0.0
combination,3.0,3.0,1.0
combine,1.0,0.0,0.0
combined,2.0,1.0,3.0
combines,0.0,0.0,1.0
come,1.0,0.0,0.0
comet,0.0,0.0,1.0
comfort,1.0,3.0,1.0
comfortable,0.0,0.0,4.0
coming,1.0,0.0,0.0
common,40.0,40.0,29.0
commonly,28.0,29.0,31.0
commonlyand,0.0,0.0,1.0
communicate,1.0,0.0,0.0
communication,3.0,2.0,0.0
communicationmagic,1.0,0.0,0.0
communities,1.0,0.0,0.0
community,0.0,2.0,2.0
compact,0.0,4.0,0.0
comparable,0.0,2.0,0.0
compare,0.0,1.0,0.0
compared,0.0,0.0,1.0
comparing,0.0,0.0,1.0
compartment,0.0,2.0,0.0
compensate,0.0,0.0,2.0
compensation,0.0,0.0,3.0
compensatory,0.0,3.0,3.0
complain,0.0,1.0,4.0
complains,0.0,5.0,2.0
complaint,1.0,1.0,0.0
complaints,0.0,0.0,1.0
complete,11.0,13.0,13.0
completed,0.0,1.0,0.0
completely,3.0,1.0,5.0
completing,6.0,0.0,0.0
completion,0.0,0.0,1.0
complex,0.0,3.0,0.0
complexion,0.0,0.0,1.0
compliance,2.0,1.0,9.0
complicate,0.0,0.0,1.0
complicated,0.0,0.0,16.0
complication,8.0,7.0,7.0
complications,36.0,30.0,46.0
comply,0.0,0.0,1.0
component,0.0,2.0,3.0
components,0.0,1.0,2.0
composed,0.0,2.0,1.0
composition,0.0,1.0,0.0
compound,0.0,2.0,0.0
compounds,0.0,3.0,1.0
comprehensive,0.0,2.0,1.0
compress,4.0,2.0,0.0
compressed,0.0,1.0,0.0
compresses,6.0,5.0,0.0
compressing,0.0,1.0,0.0
compression,0.0,20.0,5.0
comprised,1.0,0.0,0.0
comprising,0.0,1.0,0.0
compromise,0.0,2.0,4.0
compromised,1.0,1.0,2.0
compromises,0.0,0.0,1.0
computed,2.0,1.0,1.0
concave,0.0,4.0,0.0
concealed,1.0,0.0,0.0
concentrate,0.0,0.0,1.0
concentrated,0.0,0.0,1.0
concentration,0.0,2.0,6.0
concentrations,0.0,0.0,9.0
concepts,0.0,1.0,0.0
concern,1.0,1.0,0.0
concerning,0.0,0.0,1.0
concerns,0.0,1.0,0.0
conclusively,0.0,0.0,1.0
concomitant,3.0,0.0,1.0
concurrent,0.0,2.0,0.0
concurrently,0.0,1.0,0.0
condensate,0.0,0.0,2.0
condensers,0.0,0.0,1.0
condition,13.0,9.0,22.0
conditioner,0.0,0.0,1.0
conditionfor,0.0,0.0,1.0
conditions,5.0,9.0,18.0
conduc,1.0,0.0,0.0
conduction,18.0,3.0,0.0
conductive,17.0,0.0,0.0
condy,1.0,0.0,0.0
configuration,0.0,2.0,1.0
confined,1.0,2.0,1.0
confinement,0.0,1.0,0.0
confirm,0.0,8.0,4.0
confirmation,2.0,0.0,1.0
confirmed,0.0,0.0,4.0
confirming,11.0,8.0,10.0
confirms,7.0,4.0,4.0
conflicting,1.0,0.0,0.0
conflicts,1.0,0.0,0.0
conform,0.0,1.0,0.0
confusion,1.0,0.0,7.0
conge,1.0,3.0,0.0
congenita,0.0,1.0,0.0
congenital,7.0,27.0,9.0
congenitally,0.0,1.0,0.0
congestion,11.0,0.0,1.0
congestive,0.0,0.0,1.0
conglomerate,0.0,0.0,3.0
congruous,0.0,1.0,0.0
conjoined,0.0,1.0,0.0
conne,0.0,0.0,1.0
connected,0.0,1.0,1.0
connecting,0.0,1.0,0.0
connections,0.0,0.0,2.0
connective,1.0,7.0,0.0
connects,0.0,1.0,0.0
conscientiously,0.0,1.0,0.0
consciousness,0.0,0.0,6.0
consecutive,0.0,1.0,0.0
consent,0.0,0.0,1.0
consequence,0.0,1.0,0.0
consequent,1.0,1.0,0.0
consequently,2.0,1.0,1.0
conservation,0.0,0.0,3.0
conservative,4.0,8.0,1.0
consider,4.0,1.0,2.0
considerable,2.0,1.0,0.0
consideration,0.0,0.0,1.0
considerations,24.0,26.0,30.0
considered,5.0,1.0,3.0
consist,0.0,2.0,0.0
consistency,5.0,0.0,4.0
consistent,0.0,3.0,2.0
consistently,0.0,0.0,1.0
consisting,0.0,0.0,1.0
consists,14.0,7.0,6.0
consolidation,0.0,0.0,9.0
consonant,1.0,0.0,0.0
consonants,1.0,0.0,0.0
constant,6.0,3.0,1.0
constantly,0.0,2.0,0.0
constipation,0.0,4.0,0.0
constrict,1.0,1.0,1.0
constricted,1.0,0.0,0.0
constriction,1.0,1.0,0.0
constrictive,0.0,0.0,2.0
constrictor,1.0,0.0,0.0
constructed,0.0,1.0,0.0
construction,0.0,0.0,2.0
consult,1.0,0.0,1.0
consulting,0.0,0.0,1.0
consume,0.0,1.0,0.0
consuming,0.0,1.0,0.0
consumption,0.0,2.0,0.0
contact,2.0,3.0,10.0
contacts,0.0,2.0,2.0
contagious,0.0,0.0,2.0
contain,1.0,1.0,1.0
contained,0.0,0.0,1.0
container,0.0,0.0,1.0
containing,3.0,1.0,3.0
contains,3.0,6.0,6.0
contaminated,4.0,0.0,0.0
contamination,0.0,1.0,2.0
content,0.0,1.0,4.0
contents,0.0,1.0,3.0
contiguous,0.0,0.0,1.0
continual,0.0,1.0,1.0
continually,1.0,0.0,2.0
continue,5.0,2.0,6.0
continued,6.0,2.0,1.0
continues,5.0,3.0,0.0
continuing,0.0,2.0,2.0
continuity,0.0,0.0,2.0
continuous,4.0,5.0,6.0
continuously,2.0,1.0,1.0
contour,0.0,3.0,0.0
contours,0.0,1.0,0.0
contraceptives,0.0,0.0,1.0
contract,0.0,0.0,3.0
contracted,0.0,0.0,2.0
contraction,0.0,6.0,3.0
contractions,0.0,0.0,1.0
contracture,0.0,16.0,0.0
contractures,0.0,10.0,0.0
contraindicated,2.0,0.0,2.0
contrast,0.0,2.0,0.0
contribute,0.0,2.0,1.0
contributes,0.0,1.0,1.0
contributing,2.0,1.0,1.0
control,11.0,9.0,18.0
controlled,1.0,3.0,5.0
controlling,0.0,1.0,0.0
controls,2.0,0.0,1.0
controversial,0.0,2.0,0.0
contusions,0.0,0.0,1.0
convalescent,0.0,0.0,3.0
convention,0.0,0.0,1.0
conventional,0.0,0.0,2.0
conversation,3.0,0.0,0.0
conversion,0.0,0.0,1.0
convex,0.0,3.0,0.0
convexity,0.0,3.0,0.0
conveyed,1.0,0.0,0.0
convoluted,0.0,1.0,0.0
cool,0.0,5.0,3.0
cooling,0.0,0.0,1.0
coolmist,2.0,0.0,0.0
coope,0.0,1.0,1.0
copd,0.0,0.0,49.0
cope,0.0,3.0,0.0
coping,0.0,1.0,0.0
copious,0.0,0.0,2.0
copy,3.0,0.0,0.0
cor,2.0,1.0,38.0
cord,30.0,10.0,3.0
cords,14.0,1.0,1.0
core,0.0,2.0,0.0
corn,0.0,1.0,0.0
corner,0.0,2.0,0.0
corners,1.0,0.0,1.0
corns,0.0,1.0,0.0
coronary,0.0,1.0,0.0
coronavirus,0.0,0.0,1.0
coronaviruses,0.0,0.0,1.0
correct,3.0,13.0,9.0
correctable,0.0,2.0,0.0
corrected,0.0,4.0,0.0
correcting,1.0,2.0,0.0
correction,3.0,16.0,3.0
corrective,4.0,10.0,0.0
correctly,0.0,3.0,1.0
corrects,0.0,3.0,0.0
correlate,0.0,0.0,3.0
correlated,1.0,0.0,0.0
correlations,0.0,0.0,1.0
correspond,0.0,1.0,0.0
corresponding,0.0,0.0,1.0
corrosive,0.0,0.0,1.0
cortex,1.0,1.0,1.0
corti,2.0,0.0,0.0
cortical,0.0,1.0,0.0
corticosteroid,1.0,4.0,3.0
corticosteroids,2.0,14.0,12.0
coryza,1.0,0.0,1.0
cosmetic,2.0,1.0,0.0
cosmetically,1.0,0.0,0.0
cosmetics,1.0,0.0,0.0
costal,0.0,0.0,2.0
costophrenic,0.0,0.0,1.0
cotton,8.0,0.0,0.0
cottontipped,2.0,0.0,0.0
cough,5.0,2.0,52.0
coughchest,0.0,0.0,1.0
coughi,0.0,0.0,1.0
coughing,1.0,3.0,25.0
coughs,1.0,0.0,0.0
could,1.0,1.0,2.0
counseling,0.0,3.0,3.0
counselor,0.0,0.0,1.0
count,2.0,5.0,11.0
countcount,0.0,0.0,1.0
counterface,0.0,1.0,0.0
counterpoised,0.0,1.0,0.0
countries,0.0,0.0,1.0
course,7.0,5.0,8.0
cover,1.0,5.0,0.0
coverage,1.0,0.0,0.0
covered,0.0,3.0,2.0
covering,3.0,2.0,2.0
covers,0.0,1.0,1.0
coxa,0.0,1.0,0.0
cpap,0.0,0.0,5.0
cracked,1.0,0.0,0.0
crackles,0.0,0.0,25.0
crackling,1.0,0.0,1.0
cracks,0.0,1.0,0.0
cradle,0.0,2.0,0.0
cranial,4.0,5.0,0.0
cranium,3.0,1.0,0.0
creactive,0.0,1.0,1.0
creaky,0.0,0.0,1.0
cream,2.0,0.0,1.0
creamcontaining,1.0,0.0,0.0
creased,0.0,0.0,8.0
create,0.0,1.0,1.0
created,0.0,1.0,2.0
creates,2.0,1.0,1.0
creatine,0.0,4.0,0.0
creating,2.0,0.0,3.0
creation,1.0,0.0,0.0
crepitant,0.0,0.0,1.0
crepitus,0.0,1.0,1.0
crests,0.0,1.0,0.0
crib,0.0,1.0,3.0
cribs,0.0,0.0,1.0
criner,0.0,0.0,2.0
crippling,0.0,1.0,0.0
crisis,0.0,0.0,1.0
critical,0.0,0.0,6.0
critically,0.0,0.0,1.0
crohn,0.0,0.0,1.0
crooked,1.0,0.0,0.0
cross,0.0,3.0,3.0
crosses,0.0,1.0,0.0
crossing,0.0,1.0,0.0
crossmatched,1.0,0.0,0.0
crosssection,0.0,0.0,1.0
crosssectional,0.0,0.0,1.0
croup,1.0,0.0,19.0
crouplike,0.0,0.0,1.0
croupy,0.0,0.0,1.0
crowded,0.0,0.0,1.0
crowds,0.0,0.0,4.0
crumbs,0.0,1.0,0.0
crushed,1.0,0.0,0.0
crushing,0.0,0.0,1.0
crusting,4.0,0.0,0.0
crutch,0.0,1.0,0.0
crutches,0.0,10.0,0.0
